VICTIM,Cut Tree,Category Damage
T0407326617,T0407332648,2
T0406318564,T0407333600,2
T0406318564,T0407334600,2
T0407347692,T0407339693,1
T0407311689,T0407340679,2
T0407311689,T0407342681,2
T0407313630,T0407343629,2
T0407323686,T0407343662,2
T0407323686,T0407343665,2
T0407323686,T0407344660,2
T0407323686,T0407344667,2
T0407313630,T0407345630,2
T0407323686,T0407345661,2
T0407323686,T0407346666,2
T0407311689,T0407348677,2
T0408350702,T0407348684,1
T0407347692,T0407349662,2
T0407326617,T0407358618,1
T0407389614,T0407361638,2
T0407389614,T0407362633,2
T0407389614,T0407362633,2
T0407389614,T0407365633,2
T0407389614,T0407369638,2
T0407384637,T0407377670,1
T0407384637,T0407378671,1
T0407384637,T0407381652,1
T0507407647,T0407382617,2
T0507407647,T0407382626,1
T0507407647,T0407383620,2
T0507407647,T0407383623,2
T0407367614,T0407386642,2
T0507405699,T0407386696,1
T0407367614,T0407388640,2
T0407367614,T0407389638,2
T0407367614,T0407390639,2
T0407385600,T0407391635,2
T0407367614,T0407392637,2
T0407385600,T0407393631,2
T0407385600,T0407393633,2
T0507406664,T0407394688,1
T0407385600,T0407396637,2
T0507405699,T0407397698,1
T0407385600,T0407398633,2
T0507405699,T0407399670,2
T0308270769,T0408301785,2
T0408334770,T0408306797,1
T0308276741,T0408308750,2
T0409312828,T0408308794,2
T0308276741,T0408310746,2
T0409312828,T0408310794,2
T0409312828,T0408310796,2
T0409312828,T0408311795,2
T0308276741,T0408312752,2
T0409312828,T0408312793,2
T0409312828,T0408313793,2
T0408344754,T0408314738,2
T0408344754,T0408314743,2
T0408344754,T0408315741,2
T0409312828,T0408315794,2
T0409312828,T0408315798,2
T0409312828,T0408315799,2
T0408344754,T0408317742,2
T0408344754,T0408319742,2
T0408344754,T0408330727,1
T0408348757,T0408332784,2
T0408348757,T0408337785,2
T0408348757,T0408339782,2
T0408348757,T0408340784,2
T0408334770,T0408357744,2
T0408334770,T0408357749,2
T0408334770,T0408358751,2
T0408334770,T0408360750,2
T0407381685,T0408361709,2
T0408334770,T0408361746,2
T0407381685,T0408363714,2
T0408362717,T0408364723,1
T0408390764,T0408366757,1
T0408399712,T0408368727,2
T0408348757,T0408368748,1
T0407381685,T0408369711,2
T0408399712,T0408369730,2
T0408399712,T0408369731,2
T0408399712,T0408372731,2
T0408362717,T0408372747,1
T0408362717,T0408372747,1
T0408399712,T0408373729,2
T0408362717,T0408373748,1
T0408390764,T0408373759,1
T0508410798,T0408377779,2
T0508410798,T0408379778,2
T0508410798,T0408380775,2
T0508410798,T0408380777,2
T0508410798,T0408380779,2
T0508410798,T0408381783,2
T0508410798,T0408383778,2
T0408390764,T0408384733,2
T0508410798,T0408384777,2
T0408362717,T0408392729,2
T0408373769,T0408392787,1
T0408373769,T0408392787,1
T0408373769,T0408392790,2
T0408362717,T0408393724,2
T0408373769,T0408397788,2
T0408373769,T0408397795,2
T0408373769,T0408399794,1
T0409308833,T0409300807,2
T0310294932,T0409305894,1
T0309295805,T0409312832,2
T0309295805,T0409313820,1
T0309295805,T0409313830,2
T0309295805,T0409313833,2
T0309295805,T0409314821,1
T0309295805,T0409315834,2
T0309295805,T0409317833,2
T0309295805,T0409321832,2
T0309295805,T0409327831,1
T0409345817,T0409333848,1
T0409345817,T0409336839,1
T0409344801,T0409346811,1
T0409384892,T0409348863,1
T0409384892,T0409349864,1
T0408381799,T0409351814,2
T0408381799,T0409352819,2
T0408381799,T0409353815,2
T0408381799,T0409353816,2
T0409353896,T0409356861,2
T0409353896,T0409356865,2
T0409396861,T0409358867,2
T0409396861,T0409363863,2
T0409396861,T0409365862,2
T0409396861,T0409366864,2
T0409384892,T0409366870,2
T0409384892,T0409368864,2
T0409345817,T0409374804,2
T0409369813,T0409375817,1
T0409344801,T0409380806,2
T0409344801,T0409381807,2
T0409378860,T0409382867,1
T0509410871,T0409383887,2
T0409378860,T0409384871,1
T0409369813,T0409385823,1
T0409369813,T0409385842,2
T0409369813,T0409387837,2
T0409369813,T0409387839,2
T0409369813,T0409389826,1
T0409369813,T0409389841,2
T0509424890,T0409389877,2
T0509424890,T0409389878,2
T0409378860,T0409389880,1
T0509424890,T0409390874,2
T0408379799,T0409392821,1
T0509424890,T0409392876,2
T0509424890,T0409392877,2
T0408379799,T0409393824,1
T0509424890,T0409393877,2
T0408379799,T0409395827,1
T0509424890,T0409396875,2
T0509424890,T0409397876,2
T0408379799,T0409398832,1
T0410307903,T0410300932,2
T0310294932,T0410303902,1
T0410307903,T0410304940,2
T0410307903,T0410305932,2
T0410307903,T0410306935,2
T0310274968,T0410310962,1
T0410307985,T0410311968,1
T0410307985,T0410313958,1
T0410339962,T0410314952,2
T0310286953,T0410314960,1
T0410317959,T0410315984,1
T0410317959,T0410315994,1
T0410317959,T0410315996,1
T0409353896,T0410322900,1
T0410357941,T0410322922,1
T0410307903,T0410326900,1
T0410339962,T0410330932,1
T0410339962,T0410330932,1
T0410339942,T0410331976,1
T0410339942,T0410334963,1
T0410339942,T0410335960,1
T0410357941,T0410340907,2
T0410357941,T0410343912,2
T0410357941,T0410343912,2
T0410357941,T0410344914,2
T0409318893,T0410347903,2
T0409318893,T0410347906,2
T0409318893,T0410351903,2
T0410317959,T0410351959,2
T0410317959,T0410352958,2
T0410384977,T0410352960,1
T0410330964,T0410352993,1
T0410330964,T0410355988,2
T0410339942,T0410366933,2
T0410384977,T0410367946,2
T0410339942,T0410368932,2
T0410339942,T0410370937,2
T0410384977,T0410370943,2
T0410384977,T0410370945,2
T0410384977,T0410370947,2
T0410339942,T0410371933,2
T0410384977,T0410372945,2
T0410339942,T0410374936,2
T0410398967,T0410378998,1
T0410397921,T0410382948,2
T0410397921,T0410382952,2
T0410397921,T0410382956,2
T0410389936,T0410387962,1
T0410389936,T0410388949,1
T0410367923,T0410396912,2
T0410367923,T0410398916,2
T0410367923,T0410399915,2
T0401374029,T0501404010,2
T0401397088,T0501411060,2
T0401397088,T0501411060,2
T0401397088,T0501412061,2
T0401394006,T0501413024,2
T0401394006,T0501414031,2
T0401394006,T0501416023,2
T0501449022,T0501417014,1
T0401394006,T0501417031,2
T0401397088,T0501418062,2
T0401397088,T0501419056,2
T0101018027,T0501421000,1
T0501429064,T0501423085,1
T0501432023,T0501425058,2
T0501432023,T0501427053,2
T0501432023,T0501427054,2
T0101018027,T0501428000,1
T0101018027,T0501428000,1
T0401394006,T0501429040,1
T0501432023,T0501432053,2
T0501444048,T0501432071,1
T0501459079,T0501432094,2
T0501449022,T0501436019,1
T0501432023,T0501439022,1
T0501417085,T0501444094,2
T0501477062,T0501448056,2
T0501417085,T0501448092,2
T0501484085,T0501450075,2
T0501417085,T0501450097,2
T0501479044,T0501451066,2
T0501484085,T0501451075,2
T0501417085,T0501451090,2
T0501479044,T0501452064,2
T0501484085,T0501452071,2
T0501479044,T0501453070,2
T0501478060,T0501453096,1
T0501479044,T0501455065,2
T0501479044,T0501455067,2
T0501484085,T0501455074,2
T0501429064,T0501459056,2
T0501429064,T0501460051,2
T0501429064,T0501460060,2
T0501429064,T0501461056,2
T0501444048,T0501468035,2
T0501444048,T0501468036,2
T0601503033,T0501469056,1
T0501444048,T0501471030,2
T0501484085,T0501472053,1
T0501444048,T0501474032,2
T0501477062,T0501474048,1
T0501468042,T0501479076,1
T0501462071,T0501483074,1
T0501474025,T0501486054,2
T0501462071,T0501488075,1
T0501474025,T0501489054,2
T0502469126,T0501493098,1
T0601529075,T0501495092,1
T0501479044,T0501496027,1
T0501462071,T0501496076,1
T0101018027,T0501497000,1
T0501468042,T0501497055,2
T0501468042,T0501498054,2
T0402380111,T0502407119,2
T0402380111,T0502410116,2
T0502442134,T0502410129,2
T0503406217,T0502410184,1
T0402380111,T0502411125,2
T0403392223,T0502415197,1
T0501417085,T0502423107,1
T0403392223,T0502428184,1
T0502442134,T0502433103,1
T0502469126,T0502438146,2
T0502469126,T0502441145,2
T0502469126,T0502445147,2
T0502479177,T0502446167,2
T0502448119,T0502447154,1
T0502479177,T0502447166,2
T0502434191,T0502448155,2
T0502434191,T0502450162,2
T0502479177,T0502450173,2
T0502434191,T0502452158,2
T0502447167,T0502454194,2
T0502431153,T0502455189,1
T0502447167,T0502455197,2
T0502447167,T0502456195,2
T0502447167,T0502458196,2
T0502457138,T0502460165,2
T0502497127,T0502462163,1
T0502431153,T0502462168,2
T0501462071,T0502464104,2
T0501462071,T0502466102,2
T0502457138,T0502466139,1
T0501462071,T0502468103,2
T0501462071,T0502469108,2
T0502497127,T0502470154,1
T0502447167,T0502474176,1
T0502479177,T0502475157,1
T0502448119,T0502476117,2
T0502479177,T0502476162,1
T0502479177,T0502477168,1
T0502497127,T0502479145,1
T0601503097,T0502480106,1
T0502448119,T0502480119,2
T0502450105,T0502481106,2
T0502447167,T0502481179,1
T0502450105,T0502482108,2
T0502450105,T0502482113,2
T0502497127,T0502482143,1
T0502448119,T0502483118,2
T0502450105,T0502484107,2
T0502448119,T0502484118,2
T0502450105,T0502485108,2
T0502457110,T0502487109,2
T0502457138,T0502491142,1
T0502457110,T0502492106,2
T0502457110,T0502492110,2
T0502457110,T0502493111,2
T0602531100,T0502496102,1
T0502497127,T0502496128,1
T0603514229,T0502497199,2
T0404363301,T0503400291,2
T0502434191,T0503403206,1
T0403370295,T0503403298,2
T0403392223,T0503404210,1
T0403390269,T0503407241,2
T0403390269,T0503408242,2
T0403390269,T0503409243,2
T0403390269,T0503409245,2
T0403390269,T0503409246,2
T0403390269,T0503410247,2
T0503418251,T0503412285,2
T0403390269,T0503413243,2
T0403390269,T0503415244,2
T0503418251,T0503417280,2
T0502406188,T0503423212,2
T0502406188,T0503424213,2
T0502406188,T0503424214,2
T0502406188,T0503424216,2
T0502406188,T0503429215,2
T0502406188,T0503430216,2
T0502406188,T0503436213,1
T0503433292,T0503436281,1
T0503426225,T0503438236,1
T0503416277,T0503439255,2
T0503416277,T0503439256,2
T0503433292,T0503441261,1
T0503416277,T0503442252,2
T0503433292,T0503443254,1
T0504443320,T0503444296,1
T0503426225,T0503446248,2
T0503426225,T0503447252,2
T0503426225,T0503449249,2
T0503426225,T0503452247,2
T0503426225,T0503452250,1
T0503426225,T0503453253,2
T0503488223,T0503455257,1
T0603500235,T0503463215,1
T0504492316,T0503463295,2
T0503481200,T0503465232,1
T0503481200,T0503468225,1
T0503481200,T0503469223,1
T0603509296,T0503471299,2
T0603503241,T0503473218,1
T0603503241,T0503475220,1
T0603504233,T0503475256,2
T0603504233,T0503475256,2
T0603504233,T0503475258,2
T0503472233,T0503475266,2
T0503472233,T0503475267,2
T0503472233,T0503476266,2
T0603509296,T0503476298,2
T0603503241,T0503477213,2
T0603503241,T0503477221,1
T0603504233,T0503477252,2
T0603504233,T0503477256,2
T0603504233,T0503478258,2
T0603503241,T0503479212,2
T0603504233,T0503479255,2
T0603504233,T0503480259,2
T0603500235,T0503481203,2
T0603500235,T0503482207,2
T0603503241,T0503482216,2
T0603504233,T0503482257,2
T0603504233,T0503482258,2
T0603500235,T0503486205,2
T0603514229,T0503490212,1
T0603508256,T0503490289,2
T0502491199,T0503492232,2
T0603508256,T0503492281,2
T0502491199,T0503493228,2
T0502491199,T0503494234,2
T0502491199,T0503494234,2
T0603514229,T0503496205,2
T0502491199,T0503496228,2
T0603503241,T0503499238,1
T0403375298,T0504402307,1
T0505422417,T0504406380,1
T0504443320,T0504408323,2
T0504443320,T0504410320,2
T0504443320,T0504411323,2
T0504443320,T0504412323,2
T0504443320,T0504413320,2
T0403375298,T0504414311,1
T0504459360,T0504423365,2
T0504459360,T0504425363,2
T0504459360,T0504428367,2
T0504459360,T0504430363,2
T0504459360,T0504431363,2
T0504459360,T0504431366,2
T0504459360,T0504431369,2
T0504460355,T0504434334,1
T0504460355,T0504441326,2
T0504460355,T0504441328,2
T0504460355,T0504442334,2
T0504431387,T0504442358,2
T0504431387,T0504443353,2
T0504431387,T0504444359,2
T0504431387,T0504445355,2
T0504460355,T0504446344,1
T0504460355,T0504447345,1
T0504431387,T0504447351,2
T0504431387,T0504447355,2
T0504431387,T0504449355,2
T0504431387,T0504449357,2
T0504477380,T0504454398,2
T0504460355,T0504455351,1
T0604500305,T0504466304,2
T0604500305,T0504467303,2
T0604500305,T0504468306,2
T0604500305,T0504469304,2
T0603509296,T0504473302,2
T0603509296,T0504474305,2
T0603509296,T0504475306,2
T0603509296,T0504476302,2
T0603509296,T0504480300,2
T0504495353,T0504481359,1
T0504492316,T0504485306,1
T0604520380,T0504488391,2
T0604520380,T0504488392,2
T0604520380,T0504489388,2
T0504473325,T0504492354,1
T0604520380,T0504492390,2
T0504473325,T0504493354,1
T0504473325,T0504496360,1
T0504473325,T0504497345,2
T0504491367,T0504499396,2
T0405368440,T0505400451,2
T0405368440,T0505400452,2
T0506403523,T0505400487,2
T0405377454,T0505401427,2
T0505412493,T0505407487,1
T0505437436,T0505408424,2
T0505431498,T0505408471,2
T0505437436,T0505409423,2
T0505428409,T0505409442,2
T0505431498,T0505409470,2
T0505431498,T0505409474,2
T0505437436,T0505410423,2
T0505431498,T0505410468,2
T0505431498,T0505410474,2
T0505431498,T0505411472,2
T0505431498,T0505412474,2
T0505437436,T0505425415,1
T0505415486,T0505427487,1
T0505437436,T0505429422,1
T0505481488,T0505445485,2
T0505481488,T0505446482,2
T0505481488,T0505446486,2
T0505481488,T0505449485,2
T0505475456,T0505451449,1
T0505481488,T0505451486,2
T0505481488,T0505451488,2
T0505415486,T0505451489,1
T0504477380,T0505453403,2
T0505481488,T0505453485,2
T0505458478,T0505460493,1
T0505475456,T0505465426,2
T0505475456,T0505466425,2
T0505475456,T0505466427,2
T0505475456,T0505468422,2
T0604512369,T0505475407,1
T0505481488,T0505478461,1
T0604512369,T0505480402,1
T0605515468,T0505483448,2
T0605515468,T0505483450,2
T0605515468,T0505484453,2
T0605515468,T0505485449,2
T0605515468,T0505485453,2
T0505458478,T0505486483,2
T0605515468,T0505487448,2
T0505458478,T0505489478,2
T0506439586,T0506400581,2
T0506439586,T0506402583,2
T0506439586,T0506406582,2
T0407389614,T0506406595,1
T0505415486,T0506416515,2
T0505415486,T0506417513,2
T0505415486,T0506418521,2
T0505415486,T0506419517,2
T0506454549,T0506425526,2
T0506454549,T0506427524,2
T0506454549,T0506428530,2
T0506417566,T0506435535,1
T0506439586,T0506435556,1
T0507470606,T0506439590,2
T0507470606,T0506440593,2
T0507470606,T0506441591,2
T0506413546,T0506442529,1
T0507470606,T0506442589,2
T0507470606,T0506442593,2
T0507470606,T0506442594,2
T0506459528,T0506447539,1
T0506433595,T0506451572,2
T0506484530,T0506454503,1
T0506493570,T0506455571,2
T0506493570,T0506456567,2
T0506493570,T0506458568,2
T0506484530,T0506459503,2
T0506484530,T0506459508,1
T0506484530,T0506460506,2
T0506493570,T0506460570,2
T0505458478,T0506461505,1
T0506493570,T0506461568,2
T0507470606,T0506463593,1
T0506484530,T0506464507,2
T0506484530,T0506467515,1
T0606507547,T0506472565,2
T0506459528,T0506476504,2
T0506459528,T0506476508,2
T0606507547,T0506476564,2
T0506459528,T0506477502,2
T0606507547,T0506478564,2
T0606507547,T0506478569,2
T0606507547,T0506479561,2
T0606507547,T0506479564,2
T0606507547,T0506480562,2
T0506459528,T0506481505,2
T0506459528,T0506481508,2
T0506454545,T0506483547,2
T0506454545,T0506484549,2
T0506454545,T0506486545,2
T0506454545,T0506487549,2
T0506454545,T0506488552,2
T0606523526,T0506493530,2
T0606523526,T0506494527,2
T0606523526,T0506495528,2
T0506472530,T0506498514,2
T0407389614,T0507401601,1
T0506433595,T0507403625,1
T0506433595,T0507403625,1
T0507405699,T0507403665,2
T0507405699,T0507403666,2
T0507406664,T0507403670,1
T0507406664,T0507403670,1
T0507405699,T0507404663,2
T0407381685,T0507405669,1
T0407381685,T0507412665,1
T0407381685,T0507413664,1
T0407384637,T0507415633,2
T0407385600,T0507417608,1
T0407384637,T0507417627,2
T0407384637,T0507420630,2
T0407385600,T0507423610,1
T0507413608,T0507429636,2
T0507406664,T0507430653,2
T0507413608,T0507431618,1
T0507406664,T0507436653,2
T0507406664,T0507437648,2
T0507406664,T0507438651,2
T0507413608,T0507445626,1
T0507415695,T0507445681,2
T0507415695,T0507449684,2
T0507482651,T0507450661,2
T0507482651,T0507451668,2
T0507482651,T0507452663,2
T0507494660,T0507461659,2
T0507494660,T0507462652,2
T0507494660,T0507462655,2
T0507494660,T0507463656,2
T0507496637,T0507483671,1
T0507496637,T0507489657,1
T0507494660,T0507490632,1
T0507494660,T0507490637,1
T0507482651,T0507495624,1
T0507482651,T0507498617,1
T0508438778,T0508404774,2
T0408381799,T0508405760,1
T0508438778,T0508407773,2
T0507436684,T0508408709,2
T0507436684,T0508410706,2
T0508438778,T0508411773,2
T0507436684,T0508413711,2
T0507436684,T0508416708,2
T0507436684,T0508416709,2
T0508452755,T0508420766,2
T0508449761,T0508421777,2
T0508449761,T0508421781,2
T0508452755,T0508422768,2
T0508449761,T0508422779,2
T0508452755,T0508424761,2
T0508461766,T0508433778,1
T0508438778,T0508436757,1
T0509426815,T0508448797,2
T0509426815,T0508450798,2
T0509426815,T0508453793,2
T0509426815,T0508453797,2
T0508489734,T0508454721,2
T0508474775,T0508454749,2
T0509426815,T0508454793,2
T0508489734,T0508457725,2
T0508474775,T0508457750,2
T0508489734,T0508458722,2
T0508452755,T0508460728,1
T0508489734,T0508461719,2
T0508489734,T0508461723,2
T0508489734,T0508461724,2
T0508452755,T0508461727,1
T0508489734,T0508462724,2
T0508449761,T0508468731,1
T0508461766,T0508470734,2
T0508449761,T0508471725,1
T0508461766,T0508473732,2
T0507497681,T0508474709,2
T0508489734,T0508475700,1
T0507497681,T0508475709,2
T0508461766,T0508475734,2
T0508461766,T0508476731,2
T0508461766,T0508476737,2
T0507497681,T0508477704,2
T0508496715,T0508478727,1
T0508461766,T0508478735,2
T0508483715,T0508478744,1
T0508483715,T0508478745,1
T0509467806,T0508478799,1
T0508489734,T0508481716,1
T0508496715,T0508485722,1
T0508478702,T0508487733,1
T0509467806,T0508490792,1
T0607500683,T0508493713,2
T0607500683,T0508495713,2
T0408379799,T0509400834,1
T0408379799,T0509400835,1
T0409396861,T0509401824,1
T0408379799,T0509403813,2
T0408379799,T0509403814,2
T0409378860,T0509403874,2
T0409378860,T0509403878,2
T0408396798,T0509404820,1
T0408373769,T0509406801,1
T0408379799,T0509406811,2
T0408379799,T0509406816,2
T0408379799,T0509408819,2
T0409378860,T0509410875,2
T0509424890,T0509411860,1
T0509426815,T0509414832,1
T0509426815,T0509415830,1
T0509447885,T0509420898,1
T0408396798,T0509426814,2
T0408396798,T0509428807,2
T0408396798,T0509429810,2
T0509410871,T0509431844,1
T0509455881,T0509436851,2
T0509442856,T0509436889,2
T0509442856,T0509437889,2
T0509455881,T0509438854,2
T0509442856,T0509438889,2
T0509442856,T0509438891,2
T0509442856,T0509438894,2
T0509455881,T0509442849,2
T0510477901,T0509444880,2
T0510477901,T0509445880,2
T0510477901,T0509445882,2
T0510477901,T0509445883,2
T0510477901,T0509445885,2
T0509442856,T0509445888,2
T0509467806,T0509447837,2
T0510477901,T0509447888,2
T0509467806,T0509450832,2
T0509467806,T0509452830,2
T0509467806,T0509452838,2
T0510477901,T0509455864,1
T0509469815,T0509461846,2
T0509447885,T0509461855,2
T0509447885,T0509462854,2
T0509447885,T0509463853,2
T0509447885,T0509464851,2
T0509447885,T0509466856,2
T0510477901,T0509468885,1
T0510477901,T0509469887,1
T0509469833,T0509471852,1
T0609500859,T0509471874,2
T0609500859,T0509471876,2
T0509469833,T0509472859,1
T0510477901,T0509472892,1
T0509442856,T0509477855,1
T0609507895,T0509480880,2
T0509469815,T0509491812,1
T0508496796,T0509491824,1
T0508496796,T0509492817,1
T0608503793,T0509492825,2
T0609507895,T0509492867,1
T0508496796,T0509494808,1
T0609507895,T0509494871,1
T0608503793,T0509495822,2
T0509469833,T0509496836,2
T0509469833,T0509497838,2
T0608503793,T0509498827,2
T0610504926,T0509498892,2
T0509469833,T0509499837,2
T0610504926,T0509499895,2
T0410367923,T0510401913,2
T0410367923,T0510402909,2
T0410369992,T0510402993,2
T0410367923,T0510404910,2
T0410367923,T0510405915,2
T0410367923,T0510405915,2
T0510435910,T0510408924,1
T0509447885,T0510412901,1
T0510439971,T0510414989,1
T0509447885,T0510416900,1
T0510439971,T0510418986,1
T0410389936,T0510420932,2
T0410389936,T0510421933,2
T0410389936,T0510422933,2
T0410398967,T0510422950,2
T0410398967,T0510423946,2
T0410398967,T0510424953,2
T0410389936,T0510426935,2
T0410398967,T0510427948,2
T0510466947,T0510432950,2
T0510466947,T0510433954,2
T0510466947,T0510435947,2
T0510422919,T0510436931,1
T0510422919,T0510439945,2
T0510422919,T0510441945,2
T0510422919,T0510442938,2
T0510422919,T0510442939,2
T0510428939,T0510442950,1
T0510422919,T0510443944,2
T0510422919,T0510444938,1
T0510428939,T0510444965,2
T0510422919,T0510448942,1
T0510428939,T0510448967,2
T0510428939,T0510449966,2
T0510428939,T0510449969,2
T0510428939,T0510450960,2
T0510428939,T0510450967,2
T0510439971,T0510455946,2
T0509441897,T0510457918,2
T0510428939,T0510458963,1
T0510439971,T0510459948,2
T0509441897,T0510460917,2
T0509441897,T0510460922,2
T0509441897,T0510460922,2
T0509441897,T0510460925,2
T0509441897,T0510461918,2
T0509441897,T0510461925,2
T0509441897,T0510463925,2
T0509441897,T0510464919,2
T0509441897,T0510465917,2
T0610504926,T0510469923,1
T0510457995,T0510491999,2
T0610532940,T0510498952,2
T0501468042,T0601502049,2
T0501474025,T0601503036,1
T0501468042,T0601506052,2
T0601503097,T0601513067,2
T0601529075,T0601513083,1
T0601545072,T0601516060,1
T0601503097,T0601517069,2
T0601503097,T0601517069,2
T0601503097,T0601519068,2
T0601503033,T0601521010,2
T0601529075,T0601521079,1
T0601503033,T0601522007,2
T0601503033,T0601523003,2
T0601503033,T0601524002,2
T0601503033,T0601524003,2
T0601520046,T0601524055,1
T0601545072,T0601526064,1
T0101018027,T0601529000,1
T0601545072,T0601529037,2
T0601545072,T0601530037,2
T0602531100,T0601531066,2
T0602531100,T0601531069,2
T0601520046,T0601532073,1
T0602531100,T0601533068,2
T0602531100,T0601534066,2
T0601545072,T0601535037,2
T0601545072,T0601536039,2
T0602531100,T0601536068,2
T0601527039,T0601540063,2
T0601527039,T0601540071,2
T0601513078,T0601540079,1
T0601529075,T0601541040,2
T0601529075,T0601544042,2
T0601529075,T0601546043,2
T0601529075,T0601547043,2
T0601520046,T0601547058,2
T0601513078,T0601547080,1
T0601529075,T0601548042,2
T0601529075,T0601548044,2
T0601565008,T0601549007,1
T0602552110,T0601559091,1
T0101018027,T0601562000,1
T0601552078,T0601569074,1
T0101018027,T0601570000,1
T0701604047,T0601571034,2
T0601564025,T0601571045,1
T0701604047,T0601573033,2
T0601564025,T0601573049,1
T0701604047,T0601574035,2
T0601564025,T0601576059,1
T0601552078,T0601578072,1
T0601552078,T0601584071,1
T0101018027,T0601588000,1
T0101018027,T0601591000,1
T0701604047,T0601592016,1
T0701604047,T0601594022,1
T0601564025,T0601598040,2
T0601566086,T0601598093,2
T0603534208,T0602502193,2
T0603534208,T0602507189,2
T0503481200,T0602508182,2
T0503481200,T0602510182,2
T0503488223,T0602511196,2
T0503481200,T0602512183,2
T0601513078,T0602513105,2
T0601513078,T0602513110,2
T0503481200,T0602513187,2
T0601513078,T0602514105,2
T0602501141,T0602514172,2
T0602547187,T0602514194,1
T0502497127,T0602516106,2
T0502497127,T0602518101,2
T0602547187,T0602519192,1
T0602552110,T0602522122,2
T0602556182,T0602522172,2
T0602556182,T0602524171,2
T0602552110,T0602525121,2
T0602501141,T0602527153,1
T0602556182,T0602527176,2
T0602556182,T0602528176,2
T0602548132,T0602529103,2
T0602548132,T0602530103,2
T0602547187,T0602530190,1
T0602547187,T0602532190,1
T0602548132,T0602535109,2
T0602548132,T0602536107,2
T0601552078,T0602543106,2
T0601552078,T0602543108,2
T0601552078,T0602548108,2
T0602556182,T0602548155,1
T0601552078,T0602550108,2
T0602547187,T0602552156,2
T0602547187,T0602553155,2
T0602544151,T0602553179,2
T0602547187,T0602554154,2
T0602544151,T0602554187,2
T0602547187,T0602555159,2
T0602544151,T0602555179,2
T0602544151,T0602555186,2
T0602544151,T0602558184,2
T0602544151,T0602558187,2
T0602561147,T0602568186,1
T0602544151,T0602571160,1
T0601566086,T0602574108,1
T0601566086,T0602576115,1
T0602556124,T0602580144,2
T0702618128,T0602580162,1
T0602556124,T0602582142,2
T0602556124,T0602582145,2
T0702618128,T0602584158,1
T0602561147,T0602592151,2
T0702607144,T0602592177,2
T0702607144,T0602593173,2
T0702607144,T0602594175,2
T0702607144,T0602596171,2
T0602561147,T0602597152,2
T0602561147,T0602598153,2
T0502491199,T0603502200,1
T0503488223,T0603510202,2
T0503488223,T0603510203,2
T0603509296,T0603512276,1
T0603504233,T0603516220,1
T0603504233,T0603520215,1
T0603585257,T0603554255,1
T0603587299,T0603554283,1
T0603587299,T0603555284,1
T0603593287,T0603557265,1
T0603585257,T0603562255,1
T0603587299,T0603570269,2
T0603585257,T0603571256,1
T0603587299,T0603573272,2
T0603558207,T0603574237,1
T0603587299,T0603574271,2
T0703605268,T0603577287,2
T0703605268,T0603578285,2
T0603593287,T0603579261,2
T0703605268,T0603579287,2
T0603585257,T0603580226,2
T0603593287,T0603580258,2
T0703605268,T0603580291,2
T0703605268,T0603580292,2
T0603593287,T0603585282,1
T0603558207,T0603588226,2
T0603558207,T0603588228,2
T0603558207,T0603589225,2
T0603558207,T0603591226,2
T0603558207,T0603591228,2
T0603558207,T0603592223,2
T0703621298,T0603597294,1
T0504473325,T0604502348,2
T0504491367,T0604502397,2
T0504473325,T0604503345,2
T0504473325,T0604504343,2
T0604531370,T0604504384,1
T0504491367,T0604505373,1
T0504491367,T0604505393,2
T0504491367,T0604505397,2
T0504495353,T0604507320,2
T0504495353,T0604507321,2
T0504477380,T0604508351,1
T0504491367,T0604508396,2
T0504495353,T0604509325,2
T0504477380,T0604509350,1
T0504495353,T0604511319,2
T0504495353,T0604513322,2
T0604500357,T0604514382,2
T0604540338,T0604515367,1
T0604555390,T0604518374,1
T0603502288,T0604521318,1
T0604516300,T0604522332,2
T0604516300,T0604523333,2
T0604516300,T0604523335,2
T0604557344,T0604523342,1
T0604516300,T0604524332,2
T0604555390,T0604524376,1
T0604516300,T0604525331,2
T0604516300,T0604525332,2
T0504491367,T0604526382,1
T0603502288,T0604527309,2
T0604520380,T0604527360,1
T0604555390,T0604527377,1
T0604540338,T0604528352,1
T0604520380,T0604528357,1
T0604557344,T0604529343,1
T0603502288,T0604531304,2
T0603502288,T0604531310,2
T0603502288,T0604532304,2
T0604557344,T0604532343,1
T0604512369,T0604532344,2
T0603502288,T0604533303,2
T0603502288,T0604534306,2
T0604516300,T0604536306,1
T0604512369,T0604536348,2
T0604512369,T0604536349,2
T0604555390,T0604537361,2
T0604555390,T0604538362,2
T0604555390,T0604540364,2
T0604555390,T0604541361,2
T0604555390,T0604541363,2
T0604555390,T0604542362,2
T0604555390,T0604542363,2
T0604555390,T0604543358,2
T0604555390,T0604544363,2
T0604555390,T0604544364,2
T0604516300,T0604546309,1
T0604531370,T0604548336,2
T0604557344,T0604556310,2
T0604557344,T0604558311,2
T0604540338,T0604562314,2
T0604540338,T0604562317,2
T0604540338,T0604563322,2
T0604540338,T0604564322,2
T0604540338,T0604565316,2
T0704604358,T0604573387,1
T0704601315,T0604581341,2
T0704601315,T0604581344,2
T0704601315,T0604581346,2
T0704604358,T0604581380,1
T0704601315,T0604585342,2
T0704601315,T0604585345,2
T0704601315,T0604586346,2
T0704601315,T0604588343,2
T0704602366,T0604589367,1
T0704602366,T0604591367,1
