BlockX,BlockY,x,y,TreeNum,species,spgroup,Diameter (dbc cm),Stem Height,Volume (m3),status,PROD,Damage(Cut angle),Damage STEM,Damage Crown,d30,VOL30
4,8,384,733,T0408384733,Others,7,7.2,7,0.04,-,,,,,19.2,0.13
4,8,325,733,T0408325733,Others,7,12.9,8,0.08,-,,,,,24.9,0.2
4,8,382,749,T0408382749,Others,7,8.8,5,0.05,-,,,,,20.8,0.15
4,8,368,748,T0408368748,Others,7,13.1,6,0.08,-,,,,,25.1,0.21
4,8,312,769,T0408312769,Others,7,14.6,8,0.09,-,,,,,26.6,0.23
4,8,347,713,T0408347713,Others,7,13.1,9,0.08,-,,,,,25.1,0.21
4,8,306,797,T0408306797,Others,7,14.2,6,0.09,-,,,,,26.2,0.22
4,8,364,753,T0408364753,Others,7,23.2,15,0.18,-,,,,,41.2,0.81
4,8,333,730,T0408333730,Others,7,24.5,15,0.2,-,,,,,42.5,0.88
4,8,347,744,T0408347744,Others,7,28.6,11,0.26,-,,,,,46.6,1.12
4,8,333,747,T0408333747,Others,7,22.4,14,0.17,VICTIM,,,,0.085,40.4,0.76
4,8,399,717,T0408399717,Others,7,24.5,13,0.2,-,,,,,42.5,0.88
4,8,355,767,T0408355767,Others,7,24.2,15,0.19,VICTIM,,,,0.095,42.2,0.86
4,8,380,722,T0408380722,Others,7,25.9,11,0.22,VICTIM,,,0.22,,,
4,8,357,782,T0408357782,Others,7,17.1,13,0.11,-,,,,,35.1,0.49
4,8,349,738,T0408349738,Others,7,26.6,11,0.23,VICTIM,,,0.23,,,
4,8,314,713,T0408314713,Others,7,22.2,13,0.17,VICTIM,,,0.17,,,
4,8,399,794,T0408399794,Others,7,28.9,11,0.26,-,,,,,46.9,1.14
4,8,328,757,T0408328757,Others,7,25.2,15,0.21,-,,,,,43.2,0.92
4,8,321,791,T0408321791,Others,7,19.0,12,0.13,VICTIM,,,0.13,,,
4,8,336,744,T0408336744,Others,7,28.4,14,0.26,-,,,,,46.4,1.11
4,8,300,717,T0408300717,Others,7,27.3,13,0.24,-,,,,,45.3,1.04
4,8,390,771,T0408390771,Others,7,20.5,15,0.15,VICTIM,,,,0.075,38.5,0.66
4,8,308,745,T0408308745,Others,7,27.8,13,0.25,-,,,,,45.8,1.07
4,8,338,700,T0408338700,Others,7,15.8,13,0.1,VICTIM,,,0.1,,,
4,8,361,745,T0408361745,Others,7,25.6,15,0.21,-,,,,,43.6,0.94
4,8,381,700,T0408381700,Others,7,22.4,15,0.17,-,,,,,40.4,0.76
4,8,396,781,T0408396781,Others,7,21.4,15,0.16,-,,,,,39.4,0.71
4,8,329,797,T0408329797,Others,7,16.6,12,0.11,VICTIM,,,,0.055,34.6,0.47
4,8,350,722,T0408350722,Others,7,29.4,14,0.27,-,,,,,47.4,1.17
4,8,332,784,T0408332784,Others,7,25.7,12,0.21,-,,,,,43.7,0.95
4,8,373,747,T0408373747,Others,7,24.1,15,0.19,-,,,,,42.1,0.86
4,8,309,777,T0408309777,Others,7,26.7,13,0.23,-,,,,,44.7,1.01
4,8,311,781,T0408311781,Others,7,29.4,11,0.27,-,,,,,47.4,1.17
4,8,351,702,T0408351702,Others,7,19.9,15,0.14,-,,,,,37.9,0.63
4,8,360,725,T0408360725,Others,7,15.0,13,0.09,-,,,,,33.0,0.4
4,8,343,792,T0408343792,Others,7,22.7,11,0.17,-,,,,,40.7,0.78
4,8,347,705,T0408347705,Others,7,22.4,13,0.17,-,,,,,40.4,0.76
4,8,315,794,T0408315794,Others,7,24.1,11,0.19,-,,,,,42.1,0.86
4,8,367,763,T0408367763,Others,7,30.0,11,0.52,-,,,,,45.0,1.02
4,8,395,772,T0408395772,Others,7,21.8,11,0.16,VICTIM,,,,0.08,39.8,0.73
4,8,302,719,T0408302719,Others,7,18.8,12,0.13,-,,,,,36.8,0.58
4,8,311,717,T0408311717,Others,7,23.9,15,0.19,-,,,,,41.9,0.84
4,8,330,727,T0408330727,Others,7,21.3,11,0.16,VICTIM,,,,0.08,39.3,0.7
4,8,398,720,T0408398720,Others,7,16.0,13,0.1,-,,,,,34.0,0.44
4,8,302,740,T0408302740,Others,7,25.4,14,0.21,-,,,,,43.4,0.93
4,8,301,798,T0408301798,Others,7,16.2,14,0.1,VICTIM,,,0.1,,,
4,8,388,709,T0408388709,Others,7,25.1,11,0.21,VICTIM,,,,0.105,43.1,0.91
4,8,382,769,T0408382769,Others,7,21.2,13,0.16,-,,,,,39.2,0.7
4,8,358,793,T0408358793,Others,7,31.3,16,0.7,-,,,,,46.3,1.1
4,8,391,734,T0408391734,Others,7,39.7,16,1.12,-,,,,,54.7,1.67
4,8,311,795,T0408311795,Others,7,41.0,17,1.24,-,,,,,56.0,1.77
4,8,383,702,T0408383702,Others,7,37.0,18,1.05,VICTIM,,,,0.525,52.0,1.48
4,8,384,762,T0408384762,Others,7,35.0,20,1.0,-,,,,,50.0,1.34
4,8,341,761,T0408341761,Others,7,32.1,20,0.84,-,,,,,47.1,1.15
4,8,348,755,T0408348755,Others,7,42.1,20,1.45,-,,,,,57.1,1.85
4,8,317,775,T0408317775,Others,7,32.1,17,0.76,-,,,,,47.1,1.15
4,8,369,793,T0408369793,Others,7,33.6,16,0.8,VICTIM,,,0.8,,,
4,8,380,777,T0408380777,Others,7,37.4,19,1.11,-,,,,,52.4,1.51
4,8,387,783,T0408387783,Others,7,39.6,19,1.24,-,,,,,54.6,1.66
4,8,337,764,T0408337764,Others,7,41.0,16,1.2,-,,,,,56.0,1.77
4,8,318,719,T0408318719,Others,7,30.0,17,0.66,-,,,,,45.0,1.02
4,8,327,736,T0408327736,Others,7,30.9,17,0.7,-,,,,,45.9,1.08
4,8,372,768,T0408372768,Others,7,46.7,22,1.9,-,,,,,61.7,2.22
4,8,386,702,T0408386702,Others,7,45.2,21,1.72,VICTIM,,,1.72,,,
4,8,398,785,T0408398785,Others,7,52.5,25,2.61,-,,,,,67.5,2.72
4,8,353,770,T0408353770,Others,7,48.3,23,2.09,VICTIM,,,,1.045,63.3,2.35
4,8,354,789,T0408354789,Others,7,53.3,24,2.62,-,,,,,68.3,2.79
4,8,355,783,T0408355783,Others,7,50.7,21,2.17,-,,,,,65.7,2.56
4,8,352,700,T0408352700,Others,7,58.7,23,3.09,-,,,,,73.7,3.3
4,8,326,722,T0408326722,Others,7,52.8,21,2.35,-,,,,,67.8,2.75
4,8,332,732,T0408332732,Others,7,55.4,21,2.59,-,,,,,70.4,2.99
4,8,340,738,T0408340738,Others,7,98.8,29,10.29,-,,,,,119.8,9.28
4,8,336,747,T0408336747,Others,7,80.2,26,6.27,VICTIM,,,,3.135,101.2,6.52
4,8,397,782,T0408397782,Others,7,77.4,29,6.31,-,,,,,98.4,6.15
4,8,309,717,T0408309717,Others,7,97.4,29,10.0,-,,,,,118.4,9.05
4,9,318,848,T0409318848,PHDK,1,11.2,10,0.06,KEEP,,,,,23.2,0.41
4,9,301,874,T0409301874,PHDK,1,12.9,6,0.08,KEEP,,,,,24.9,0.49
4,9,376,890,T0409376890,PHDK,1,12.9,6,0.08,KEEP,,,,,24.9,0.49
4,9,362,807,T0409362807,PHDK,1,11.5,6,0.07,VICTIM,,,,0.035,23.5,0.43
4,9,306,899,T0409306899,PHDK,1,7.4,8,0.04,VICTIM,,,,0.02,19.4,0.26
4,9,397,809,T0409397809,PHDK,1,6.6,5,0.04,KEEP,,,,,18.6,0.23
4,9,335,856,T0409335856,PHDK,1,11.2,6,0.06,KEEP,,,,,23.2,0.41
4,9,350,844,T0409350844,PHDK,1,6.2,6,0.04,KEEP,,,,,18.2,0.22
4,9,395,883,T0409395883,PHDK,1,12.7,8,0.08,KEEP,,,,,24.7,0.48
4,9,390,821,T0409390821,PHDK,1,6.9,6,0.04,VICTIM,,,0.04,,,
4,9,376,889,T0409376889,PHDK,1,9.6,7,0.05,KEEP,,,,,21.6,0.35
4,9,349,892,T0409349892,PHDK,1,10.4,9,0.06,KEEP,,,,,22.4,0.38
4,9,383,873,T0409383873,PHDK,1,9.5,8,0.05,KEEP,,,,,21.5,0.34
4,9,335,876,T0409335876,PHDK,1,10.3,6,0.06,KEEP,,,,,22.3,0.38
4,9,326,840,T0409326840,PHDK,1,13.3,10,0.08,VICTIM,,,,0.04,25.3,0.51
4,9,335,871,T0409335871,PHDK,1,15.8,11,0.21,KEEP,,,,,33.8,0.99
4,9,368,876,T0409368876,PHDK,1,29.5,12,0.74,KEEP,,,,,47.5,2.05
4,9,332,883,T0409332883,PHDK,1,17.6,11,0.26,KEEP,,,,,35.6,1.11
4,9,348,856,T0409348856,PHDK,1,28.5,13,0.73,KEEP,,,,,46.5,1.96
4,9,322,874,T0409322874,PHDK,1,19.9,14,0.38,KEEP,,,,,37.9,1.27
4,9,348,808,T0409348808,PHDK,1,20.8,14,0.42,KEEP,,,,,38.8,1.33
4,9,357,857,T0409357857,PHDK,1,27.3,12,0.63,KEEP,,,,,45.3,1.85
4,9,363,816,T0409363816,PHDK,1,27.8,13,0.7,KEEP,,,,,45.8,1.9
4,9,310,828,T0409310828,PHDK,1,18.4,15,0.35,KEEP,,,,,36.4,1.16
4,9,302,888,T0409302888,PHDK,1,19.3,12,0.32,KEEP,,,,,37.3,1.23
4,9,308,828,T0409308828,PHDK,1,17.1,12,0.26,KEEP,,,,,35.1,1.07
4,9,313,830,T0409313830,PHDK,1,17.5,14,0.3,KEEP,,,,,35.5,1.1
4,9,379,831,T0409379831,PHDK,1,34.0,18,1.33,KEEP,,,,,49.0,2.18
4,9,360,894,T0409360894,PHDK,1,33.3,20,1.39,KEEP,,,,,48.3,2.12
4,9,305,847,T0409305847,PHDK,1,43.6,17,2.08,KEEP,,,,,58.6,3.17
4,9,376,840,T0409376840,PHDK,1,41.3,18,1.95,KEEP,,,,,56.3,2.92
4,9,328,837,T0409328837,PHDK,1,54.5,22,4.0,CUT,4.0,66,,,69.5,4.49
4,9,338,863,T0409338863,PHDK,1,51.2,23,3.67,VICTIM,,,,1.835,66.2,4.07
4,9,388,862,T0409388862,PHDK,1,61.6,30,6.67,CUT,6.67,6,,,82.6,6.39
4,9,344,833,T0409344833,PHDK,1,61.9,28,6.34,CUT,6.34,220,,,82.9,6.43
4,9,389,824,T0409389824,CHBR,2,12.3,10,0.07,KEEP,,,,,24.3,0.46
4,9,302,804,T0409302804,CHTR,2,5.7,5,0.03,VICTIM,,,0.03,,,
4,9,346,801,T0409346801,CHMI,2,14.5,10,0.09,KEEP,,,,,26.5,0.57
4,9,382,816,T0409382816,CHBR,2,6.9,10,0.04,VICTIM,,,,0.02,18.9,0.24
4,9,347,899,T0409347899,CHBR,2,12.7,8,0.08,VICTIM,,,0.08,,,
4,9,315,809,T0409315809,CHMI,2,14.3,9,0.09,VICTIM,,,,0.045,26.3,0.56
4,9,372,858,T0409372858,CHMI,2,5.9,10,0.03,KEEP,,,,,17.9,0.21
4,9,325,869,T0409325869,CHBR,2,11.6,10,0.07,KEEP,,,,,23.6,0.43
4,9,352,845,T0409352845,CHBR,2,8.6,8,0.05,KEEP,,,,,20.6,0.31
4,9,389,872,T0409389872,CHTR,2,11.4,5,0.07,VICTIM,,,0.07,,,
4,9,361,811,T0409361811,CHTR,2,11.3,9,0.07,VICTIM,,,,0.035,23.3,0.42
4,9,387,867,T0409387867,CHBG,2,14.0,10,0.09,KEEP,,,,,26.0,0.55
4,9,391,812,T0409391812,CHBR,2,13.2,6,0.08,KEEP,,,,,25.2,0.51
4,9,390,858,T0409390858,CHTR,2,5.1,5,0.03,KEEP,,,,,17.1,0.18
4,9,374,829,T0409374829,CHMI,2,14.1,9,0.09,KEEP,,,,,26.1,0.55
4,9,335,863,T0409335863,CHTR,2,5.0,9,0.03,VICTIM,,,,0.015,17.0,0.18
4,9,312,814,T0409312814,CHBR,2,6.7,10,0.04,KEEP,,,,,18.7,0.24
4,9,360,827,T0409360827,CHBR,2,7.3,8,0.04,KEEP,,,,,19.3,0.26
4,9,393,841,T0409393841,CHMI,2,14.4,7,0.09,VICTIM,,,,0.045,26.4,0.57
4,9,316,846,T0409316846,CHTR,2,12.0,6,0.07,KEEP,,,,,24.0,0.45
4,9,372,837,T0409372837,CHBG,2,6.6,7,0.04,KEEP,,,,,18.6,0.23
4,9,362,883,T0409362883,CHTR,2,23.4,13,0.5,KEEP,,,,,41.4,1.53
4,9,368,840,T0409368840,CHMI,2,21.5,12,0.4,KEEP,,,,,39.5,1.39
4,9,394,819,T0409394819,CHTR,2,25.9,13,0.61,VICTIM,,,0.61,,,
4,9,313,833,T0409313833,CHMI,2,19.1,14,0.35,KEEP,,,,,37.1,1.21
4,9,357,880,T0409357880,CHBG,2,27.1,11,0.59,VICTIM,,,,0.295,45.1,1.84
4,9,380,874,T0409380874,CHBR,2,17.1,13,0.27,KEEP,,,,,35.1,1.07
4,9,397,825,T0409397825,CHBR,2,22.7,14,0.5,VICTIM,,,,0.25,40.7,1.48
4,9,389,878,T0409389878,CHBR,2,26.5,13,0.63,KEEP,,,,,44.5,1.78
4,9,316,873,T0409316873,CHMI,2,17.7,12,0.27,KEEP,,,,,35.7,1.11
4,9,336,805,T0409336805,CHBR,2,28.9,12,0.71,KEEP,,,,,46.9,1.99
4,9,324,865,T0409324865,CHBR,2,29.4,12,0.73,KEEP,,,,,47.4,2.04
4,9,386,876,T0409386876,CHTR,2,27.9,14,0.74,KEEP,,,,,45.9,1.91
4,9,343,804,T0409343804,CHTR,2,29.7,12,0.75,KEEP,,,,,47.7,2.07
4,9,331,821,T0409331821,CHBR,2,15.0,15,0.24,KEEP,,,,,33.0,0.94
4,9,327,831,T0409327831,CHBR,2,26.9,14,0.69,KEEP,,,,,44.9,1.82
4,9,318,847,T0409318847,CHMI,2,21.3,14,0.44,KEEP,,,,,39.3,1.37
4,9,357,814,T0409357814,CHBR,2,16.6,13,0.26,VICTIM,,,,0.13,34.6,1.04
4,9,328,829,T0409328829,CHBG,2,24.7,12,0.52,KEEP,,,,,42.7,1.64
4,9,350,803,T0409350803,CHBG,2,43.6,17,2.08,KEEP,,,,,58.6,3.17
4,9,396,875,T0409396875,CHBR,2,33.7,19,1.36,VICTIM,,,,0.68,48.7,2.16
4,9,330,813,T0409330813,CHBG,2,42.9,20,2.3,KEEP,,,,,57.9,3.09
4,9,397,804,T0409397804,CHTR,2,40.5,18,1.88,VICTIM,,,1.88,,,
4,9,347,869,T0409347869,CHTR,2,38.0,19,1.73,KEEP,,,,,53.0,2.57
4,9,395,818,T0409395818,CHTR,2,32.4,17,1.15,KEEP,,,,,47.4,2.04
4,9,370,803,T0409370803,CHBG,2,48.6,23,3.31,VICTIM,,,,1.655,63.6,3.75
4,9,375,822,T0409375822,CHBG,2,45.3,21,2.66,CUT,2.66,8,,,60.3,3.36
4,9,325,870,T0409325870,CHBR,2,53.6,24,4.17,CUT,4.17,266,,,68.6,4.37
4,9,336,839,T0409336839,CHBG,2,56.4,25,4.77,CUT,4.77,351,,,71.4,4.75
4,9,378,860,T0409378860,CHBG,2,80.5,28,10.71,CUT,10.71,128,,,101.5,9.69
4,9,396,861,T0409396861,CHMI,2,99.1,29,16.72,CUT,16.72,177,,,120.1,13.61
4,9,345,817,T0409345817,CHBG,2,93.8,27,14.08,CUT,14.08,87,,,114.8,12.43
4,9,369,813,T0409369813,CHMI,2,68.0,29,7.88,CUT,7.88,43,,,89.0,7.43
4,9,349,832,T0409349832,KKMS,3,13.8,8,0.09,KEEP,,,,,25.8,0.54
4,9,389,813,T0409389813,TBEG,3,5.7,7,0.03,VICTIM,,,,0.015,17.7,0.2
4,9,342,821,T0409342821,PCEK,3,10.4,5,0.06,KEEP,,,,,22.4,0.38
4,9,344,879,T0409344879,CRMS,3,12.1,10,0.07,KEEP,,,,,24.1,0.45
4,9,379,865,T0409379865,PCEK,3,6.3,9,0.04,KEEP,,,,,18.3,0.22
4,9,365,899,T0409365899,LMBI,3,9.3,6,0.05,KEEP,,,,,21.3,0.33
4,9,393,814,T0409393814,KKMS,3,7.7,9,0.04,KEEP,,,,,19.7,0.27
4,9,324,820,T0409324820,CHRH,3,13.8,10,0.09,KEEP,,,,,25.8,0.54
4,9,388,866,T0409388866,CHRH,3,11.2,5,0.06,KEEP,,,,,23.2,0.41
4,9,315,814,T0409315814,KKPN,3,10.2,9,0.06,VICTIM,,,,0.03,22.2,0.37
4,9,342,809,T0409342809,CRMS,3,14.0,8,0.09,KEEP,,,,,26.0,0.55
4,9,303,869,T0409303869,CHRH,3,12.8,10,0.08,KEEP,,,,,24.8,0.49
4,9,396,846,T0409396846,KKMS,3,15.0,5,0.12,VICTIM,,,0.12,,,
4,9,380,806,T0409380806,PCEK,3,6.4,8,0.04,KEEP,,,,,18.4,0.22
4,9,318,891,T0409318891,LMBI,3,9.6,7,0.05,KEEP,,,,,21.6,0.35
4,9,356,802,T0409356802,KKMS,3,12.9,10,0.08,KEEP,,,,,24.9,0.49
4,9,300,816,T0409300816,LMBI,3,5.7,5,0.03,KEEP,,,,,17.7,0.2
4,9,329,832,T0409329832,KKPN,3,9.9,9,0.06,KEEP,,,,,21.9,0.36
4,9,332,853,T0409332853,LMBI,3,12.6,7,0.08,KEEP,,,,,24.6,0.48
4,9,376,878,T0409376878,CHRH,3,13.7,7,0.09,KEEP,,,,,25.7,0.53
4,9,315,893,T0409315893,TBEG,3,5.6,9,0.03,KEEP,,,,,17.6,0.2
4,9,338,826,T0409338826,KKMS,3,27.8,13,0.7,VICTIM,,,0.7,,,
4,9,320,896,T0409320896,CRMS,3,15.7,14,0.24,KEEP,,,,,33.7,0.98
4,9,365,862,T0409365862,PCEK,3,18.1,14,0.32,VICTIM,,,,0.16,36.1,1.14
4,9,342,856,T0409342856,PCEK,3,23.2,11,0.43,KEEP,,,,,41.2,1.52
4,9,356,801,T0409356801,CRMS,3,17.3,11,0.25,KEEP,,,,,35.3,1.09
4,9,309,804,T0409309804,KKMS,3,15.4,11,0.2,KEEP,,,,,33.4,0.96
4,9,356,850,T0409356850,KKMS,3,27.5,13,0.68,VICTIM,,,0.68,,,
4,9,387,839,T0409387839,PCEK,3,15.1,14,0.23,KEEP,,,,,33.1,0.94
4,9,320,880,T0409320880,LMBI,3,21.4,13,0.42,KEEP,,,,,39.4,1.38
4,9,393,867,T0409393867,LMBI,3,25.1,15,0.63,KEEP,,,,,43.1,1.67
4,9,360,888,T0409360888,PCEK,3,26.0,14,0.64,VICTIM,,,,0.32,44.0,1.74
4,9,393,846,T0409393846,LMBI,3,30.0,12,0.76,KEEP,,,,,45.0,1.83
4,9,307,861,T0409307861,CHRH,3,25.8,11,0.53,KEEP,,,,,43.8,1.73
4,9,399,874,T0409399874,LMBI,3,17.3,14,0.29,VICTIM,,,,0.145,35.3,1.09
4,9,370,848,T0409370848,TBEG,3,22.1,15,0.5,KEEP,,,,,40.1,1.43
4,9,397,826,T0409397826,KKPN,3,19.2,11,0.3,VICTIM,,,,0.15,37.2,1.22
4,9,305,831,T0409305831,LMBI,3,17.9,13,0.3,KEEP,,,,,35.9,1.13
4,9,350,829,T0409350829,KKMS,3,15.1,15,0.24,KEEP,,,,,33.1,0.94
4,9,300,826,T0409300826,KKMS,3,31.7,17,1.11,KEEP,,,,,46.7,1.98
4,9,385,831,T0409385831,KKPN,3,37.5,18,1.61,KEEP,,,,,52.5,2.52
4,9,392,804,T0409392804,CRMS,3,34.4,17,1.3,KEEP,,,,,49.4,2.22
4,9,345,896,T0409345896,KKMS,3,39.3,16,1.61,KEEP,,,,,54.3,2.7
4,9,329,871,T0409329871,LMBI,3,41.2,20,2.12,KEEP,,,,,56.2,2.9
4,9,384,818,T0409384818,LMBI,3,32.3,16,1.09,VICTIM,,,,0.545,47.3,2.03
4,9,356,865,T0409356865,LMBI,3,55.1,21,3.93,CUT,3.93,65,,,70.1,4.57
4,9,359,889,T0409359889,KKPN,3,54.5,23,4.15,VICTIM,,,,2.075,69.5,4.49
4,9,376,870,T0409376870,PCEK,3,45.0,21,2.63,KEEP,,,,,60.0,3.32
4,9,343,849,T0409343849,CHRH,3,46.5,25,3.25,VICTIM,,,,1.625,61.5,3.5
4,9,312,828,T0409312828,LMBI,3,79.7,26,9.84,CUT,9.84,29,,,100.7,9.54
4,9,398,874,T0409398874,CHRH,3,62.7,29,6.7,CUT,6.7,58,,,83.7,6.56
4,9,344,801,T0409344801,KKMS,3,89.7,30,14.12,CUT,14.12,48,,,110.7,11.55
4,9,323,810,T0409323810,CRMS,3,73.6,27,8.68,VICTIM,,,,4.34,94.6,8.41
4,9,333,875,T0409333875,KHOV,4,9.9,6,0.06,-,,,,,21.9,0.36
4,9,327,838,T0409327838,KKKS,4,6.2,9,0.04,-,,,,,18.2,0.22
4,9,367,836,T0409367836,TRLT,4,5.0,6,0.03,VICTIM,,,,0.015,17.0,0.18
4,9,378,883,T0409378883,KKTM,4,5.5,8,0.03,-,,,,,17.5,0.19
4,9,315,882,T0409315882,KKDK,4,5.6,6,0.03,-,,,,,17.6,0.2
4,9,357,872,T0409357872,PPEL,4,11.9,7,0.07,-,,,,,23.9,0.45
4,9,314,899,T0409314899,KKTM,4,11.7,5,0.07,-,,,,,23.7,0.44
4,9,329,828,T0409329828,KHOV,4,6.7,10,0.04,-,,,,,18.7,0.24
4,9,303,876,T0409303876,KHOV,4,13.5,10,0.08,-,,,,,25.5,0.52
4,9,387,862,T0409387862,RINM,4,7.4,10,0.04,-,,,,,19.4,0.26
4,9,383,805,T0409383805,TRLT,4,8.0,6,0.04,-,,,,,20.0,0.28
4,9,358,897,T0409358897,KKDK,4,6.1,10,0.03,-,,,,,18.1,0.21
4,9,304,839,T0409304839,KKDK,4,13.2,10,0.08,-,,,,,25.2,0.51
4,9,312,846,T0409312846,KKKS,4,14.5,10,0.09,-,,,,,26.5,0.57
4,9,325,836,T0409325836,TRLT,4,14.9,7,0.1,-,,,,,26.9,0.59
4,9,311,831,T0409311831,RINM,4,7.7,6,0.04,-,,,,,19.7,0.27
4,9,333,895,T0409333895,KKDK,4,7.7,8,0.04,-,,,,,19.7,0.27
4,9,351,882,T0409351882,RINM,4,10.2,10,0.06,VICTIM,,,,0.03,22.2,0.37
4,9,309,829,T0409309829,TRLT,4,6.9,5,0.04,-,,,,,18.9,0.24
4,9,361,888,T0409361888,KHOV,4,10.2,5,0.06,VICTIM,,,,0.03,22.2,0.37
4,9,385,875,T0409385875,PPEL,4,11.4,10,0.07,-,,,,,23.4,0.42
4,9,366,870,T0409366870,KKDK,4,7.3,8,0.04,VICTIM,,,,0.02,19.3,0.26
4,9,309,853,T0409309853,PPEL,4,7.0,8,0.04,-,,,,,19.0,0.25
4,9,334,819,T0409334819,TRLT,4,7.1,7,0.04,-,,,,,19.1,0.25
4,9,302,824,T0409302824,KKKS,4,8.8,9,0.05,-,,,,,20.8,0.31
4,9,316,869,T0409316869,KKTM,4,12.3,5,0.07,-,,,,,24.3,0.46
4,9,390,874,T0409390874,KKKS,4,5.1,6,0.03,-,,,,,17.1,0.18
4,9,371,872,T0409371872,PPEL,4,13.0,6,0.08,VICTIM,,,0.08,,,
4,9,391,802,T0409391802,KKTM,4,11.0,7,0.06,-,,,,,23.0,0.41
4,9,370,880,T0409370880,KKDK,4,9.7,6,0.05,-,,,,,21.7,0.35
4,9,368,829,T0409368829,PPEL,4,29.7,11,0.7,VICTIM,,,,0.35,47.7,2.07
4,9,304,829,T0409304829,KKTM,4,27.9,13,0.7,-,,,,,45.9,1.91
4,9,313,871,T0409313871,TRLT,4,16.0,14,0.25,-,,,,,34.0,1.0
4,9,385,801,T0409385801,PPEL,4,19.7,14,0.38,VICTIM,,,0.38,,,
4,9,317,810,T0409317810,TRLT,4,17.3,14,0.29,VICTIM,,,,0.145,35.3,1.09
4,9,315,863,T0409315863,RINM,4,18.2,14,0.32,-,,,,,36.2,1.15
4,9,304,878,T0409304878,RINM,4,18.1,15,0.34,-,,,,,36.1,1.14
4,9,340,846,T0409340846,KHOV,4,21.0,14,0.43,VICTIM,,,,0.215,39.0,1.35
4,9,345,850,T0409345850,TRLT,4,20.9,12,0.38,VICTIM,,,,0.19,38.9,1.34
4,9,349,872,T0409349872,KHOV,4,22.4,14,0.48,-,,,,,40.4,1.45
4,9,323,831,T0409323831,KKTM,4,16.2,13,0.25,-,,,,,34.2,1.01
4,9,340,821,T0409340821,KKKS,4,22.8,12,0.45,-,,,,,40.8,1.48
4,9,324,816,T0409324816,PPEL,4,29.7,12,0.75,-,,,,,47.7,2.07
4,9,348,854,T0409348854,PPEL,4,25.1,12,0.54,-,,,,,43.1,1.67
4,9,373,863,T0409373863,RINM,4,26.8,11,0.57,-,,,,,44.8,1.81
4,9,339,815,T0409339815,PPEL,4,20.3,14,0.4,-,,,,,38.3,1.3
4,9,312,886,T0409312886,KKKS,4,27.3,13,0.67,-,,,,,45.3,1.85
4,9,304,829,T0409304829,KHOV,4,26.3,14,0.66,-,,,,,44.3,1.77
4,9,361,829,T0409361829,KKKS,4,15.5,14,0.24,VICTIM,,,0.24,,,
4,9,392,806,T0409392806,KKTM,4,26.0,14,0.64,-,,,,,44.0,1.74
4,9,348,868,T0409348868,KKDK,4,23.7,15,0.57,-,,,,,41.7,1.56
4,9,395,853,T0409395853,RINM,4,16.4,12,0.24,-,,,,,34.4,1.03
4,9,350,877,T0409350877,KKKS,4,24.0,15,0.58,VICTIM,,,,0.29,42.0,1.58
4,9,309,876,T0409309876,RINM,4,29.2,14,0.81,VICTIM,,,,0.405,47.2,2.02
4,9,328,844,T0409328844,KHOV,4,18.3,12,0.29,-,,,,,36.3,1.16
4,9,332,826,T0409332826,KKKS,4,22.6,15,0.52,-,,,,,40.6,1.47
4,9,340,826,T0409340826,KKDK,4,23.3,14,0.52,-,,,,,41.3,1.52
4,9,395,867,T0409395867,TRLT,4,32.8,20,1.35,-,,,,,47.8,2.07
4,9,323,807,T0409323807,RINM,4,44.1,19,2.33,-,,,,,59.1,3.22
4,9,391,870,T0409391870,RINM,4,36.7,18,1.55,-,,,,,51.7,2.44
4,9,336,849,T0409336849,PPEL,4,31.4,17,1.09,-,,,,,46.4,1.95
4,9,385,823,T0409385823,KKKS,4,30.9,19,1.15,-,,,,,45.9,1.91
4,9,368,830,T0409368830,KKKS,4,37.9,18,1.65,VICTIM,,,,0.825,52.9,2.56
4,9,319,888,T0409319888,KKKS,4,44.0,18,2.22,-,,,,,59.0,3.21
4,9,332,865,T0409332865,KHOV,4,33.4,18,1.28,VICTIM,,,1.28,,,
4,9,393,824,T0409393824,TRLT,4,36.5,18,1.53,VICTIM,,,1.53,,,
4,9,367,862,T0409367862,KKDK,4,56.0,21,4.06,VICTIM,,,,2.03,71.0,4.69
4,9,335,860,T0409335860,KHOV,4,54.7,21,3.88,VICTIM,,,,1.94,69.7,4.52
4,9,387,804,T0409387804,KKTM,4,55.8,22,4.19,-,,,,,70.8,4.67
4,9,309,882,T0409309882,KHOV,4,60.0,22,4.85,VICTIM,,,,2.425,81.0,6.14
4,9,367,875,T0409367875,RINM,4,56.6,24,4.64,-,,,,,71.6,4.77
4,9,317,833,T0409317833,RINM,4,96.5,26,14.43,-,,,,,117.5,13.02
4,9,333,894,T0409333894,TRLT,4,95.2,30,15.9,-,,,,,116.2,12.73
4,9,361,895,T0409361895,TRLT,4,77.6,27,9.64,-,,,,,98.6,9.14
4,9,325,862,T0409325862,ANKM,5,8.6,10,0.05,KEEP,,,,,20.6,0.15
4,9,396,886,T0409396886,CHBK,5,8.7,10,0.05,KEEP,,,,,20.7,0.15
4,9,313,820,T0409313820,PRDL,5,10.7,8,0.06,KEEP,,,,,22.7,0.17
4,9,309,871,T0409309871,KREL,5,12.4,8,0.07,KEEP,,,,,24.4,0.2
4,9,373,872,T0409373872,NNON,5,10.2,10,0.06,KEEP,,,,,22.2,0.17
