VICTIM,Cut Tree,Category Damage
T0704634308,T0604599308,2
T0704634308,T0604599311,2
T0704605388,T0604599376,1
T0605515468,T0605505432,2
T0605515468,T0605505436,2
T0605515468,T0605506433,2
T0605515468,T0605506433,2
T0605515468,T0605506433,2
T0605515468,T0605507432,2
T0605533431,T0605507463,1
T0505475456,T0605508450,2
T0605519487,T0605508490,1
T0604517395,T0605509408,1
T0605515468,T0605509438,2
T0505475456,T0605509452,2
T0605536437,T0605510416,2
T0605509480,T0605511481,1
T0505475456,T0605512454,2
T0605533431,T0605515452,1
T0504495394,T0605517420,1
T0605531484,T0605517494,1
T0504495394,T0605518422,1
T0504495394,T0605519419,2
T0504495394,T0605520414,2
T0504495394,T0605522411,2
T0504495394,T0605523412,2
T0504495394,T0605523418,2
T0605519487,T0605523457,2
T0605519487,T0605525454,2
T0605533431,T0605527438,1
T0605519487,T0605527456,2
T0605536437,T0605529430,1
T0605519487,T0605530459,2
T0604555390,T0605536418,2
T0606515503,T0605540492,2
T0604555390,T0605541416,2
T0604555390,T0605541418,2
T0605550442,T0605547470,2
T0605550442,T0605549474,2
T0605531484,T0605550453,2
T0605531484,T0605550455,2
T0605581492,T0605550462,1
T0605533431,T0605552411,2
T0605531484,T0605552458,2
T0605585481,T0605552489,2
T0605533431,T0605553409,2
T0605550442,T0605553473,2
T0605533431,T0605554408,2
T0605531484,T0605554456,2
T0605581492,T0605554466,1
T0605533431,T0605555417,2
T0605550442,T0605555473,2
T0605581492,T0605556470,2
T0605585481,T0605556488,2
T0605581492,T0605557468,2
T0604586397,T0605558413,2
T0605581492,T0605558468,2
T0605581492,T0605561466,2
T0605581492,T0605561470,2
T0605578446,T0605562423,2
T0605580438,T0605563460,1
T0604547390,T0605564410,2
T0605580438,T0605564460,1
T0605578446,T0605565438,1
T0604547390,T0605566408,2
T0604547390,T0605566410,2
T0605578446,T0605566420,2
T0605559459,T0605566488,2
T0605559459,T0605566489,2
T0605559459,T0605567491,2
T0604547390,T0605568414,2
T0605559459,T0605568490,2
T0605559459,T0605569487,2
T0605580438,T0605571450,1
T0605559459,T0605571488,2
T0605546404,T0605572418,2
T0605580438,T0605574446,1
T0605542408,T0605577410,2
T0605559459,T0605580466,1
T0605598470,T0605581482,1
T0606579506,T0605588479,1
T0606571531,T0605590498,2
T0605594481,T0605591454,2
T0605585481,T0605592447,1
T0605594481,T0605592457,2
T0605594481,T0605592458,2
T0705625480,T0605593464,2
T0705625480,T0605594464,2
T0705625480,T0605595466,2
T0704602366,T0605596401,2
T0705619416,T0605596417,1
T0705625480,T0605596468,2
T0705625480,T0605597467,2
T0605585490,T0605597485,1
T0605572419,T0605598405,2
T0705625480,T0605598469,2
T0506477502,T0606501513,2
T0506477502,T0606501517,2
T0606515503,T0606501531,1
T0505498486,T0606502512,2
T0606515503,T0606504525,1
T0606515503,T0606505524,1
T0605531484,T0606506502,1
T0606517508,T0606506527,1
T0505481488,T0606509502,1
T0505498486,T0606509517,2
T0505498486,T0606510509,2
T0505481488,T0606511503,1
T0606522582,T0606520545,1
T0606522582,T0606520547,1
T0606522582,T0606521561,1
T0606522582,T0606521562,1
T0606546542,T0606522559,1
T0606549550,T0606522564,1
T0605509480,T0606524504,2
T0606558571,T0606526537,1
T0606557536,T0606527528,2
T0606558571,T0606528538,1
T0606557536,T0606529524,2
T0606558571,T0606530542,1
T0606558571,T0606530542,1
T0606549550,T0606533558,1
T0606558571,T0606534549,2
T0606571531,T0606536551,1
T0606558571,T0606538546,2
T0606573547,T0606539552,2
T0607539602,T0606540573,2
T0606573547,T0606542557,2
T0607539602,T0606543576,2
T0607539602,T0606545570,2
T0606571509,T0606547535,2
T0606571509,T0606547539,2
T0606579506,T0606549514,2
T0606579506,T0606549515,2
T0606571509,T0606550540,2
T0606571531,T0606552542,1
T0606571509,T0606554536,2
T0606589548,T0606555578,1
T0606580575,T0606555588,1
T0606549550,T0606558522,2
T0606549550,T0606559525,2
T0606546542,T0606560517,2
T0606549550,T0606562524,2
T0606546542,T0606565516,2
T0606546542,T0606565519,2
T0605593493,T0606565526,1
T0605593493,T0606565526,1
T0606546542,T0606567516,2
T0606546542,T0606567517,2
T0606546542,T0606567518,2
T0605585490,T0606569519,2
T0607599616,T0606573586,1
T0607599616,T0606573598,2
T0605585490,T0606574521,2
T0606580575,T0606574578,1
T0605585490,T0606575524,2
T0607599616,T0606575593,2
T0605585490,T0606576518,2
T0606573547,T0606576534,1
T0606578560,T0606576584,1
T0606589548,T0606577559,1
T0607599616,T0606579594,2
T0605585476,T0606581505,1
T0606571531,T0606585504,2
T0606571531,T0606589503,2
T0606571531,T0606590503,2
T0706620541,T0606591543,2
T0706621582,T0606591566,1
T0706620541,T0606592544,2
T0606580575,T0606592554,2
T0606580575,T0606593548,2
T0706620541,T0606594539,2
T0606580575,T0606594549,2
T0706624511,T0606595530,2
T0706621582,T0606595568,1
T0606593513,T0606596516,1
T0706620541,T0606596540,2
T0706620541,T0606597540,2
T0706620541,T0606598546,2
T0706624511,T0606599532,2
T0706624511,T0606599534,2
T0607500683,T0607502648,2
T0507496637,T0607508611,2
T0607529632,T0607509660,2
T0607532670,T0607510653,2
T0607529632,T0607512660,2
T0608549703,T0607512699,1
T0507487637,T0607514647,2
T0608549703,T0607515699,1
T0607508640,T0607516663,1
T0507487637,T0607518643,2
T0507487637,T0607518647,2
T0507487637,T0607519646,2
T0607539602,T0607527603,1
T0607508640,T0607530647,2
T0607565689,T0607530681,2
T0608557726,T0607530697,2
T0608557726,T0607531697,2
T0607531691,T0607532660,2
T0608557726,T0607533698,2
T0607508640,T0607534648,2
T0607565689,T0607534684,2
T0607565689,T0607534687,2
T0607508640,T0607535651,2
T0607531691,T0607535659,2
T0607531691,T0607535662,2
T0608557726,T0607535699,2
T0607531691,T0607537660,2
T0607508640,T0607539651,2
T0607536649,T0607540619,2
T0607536649,T0607540627,2
T0607536649,T0607541625,2
T0607531691,T0607541659,2
T0607578634,T0607542655,1
T0607567627,T0607543644,2
T0607536649,T0607544624,2
T0607567627,T0607544646,2
T0608549703,T0607545666,2
T0608549703,T0607546671,2
T0607578634,T0607547652,1
T0607580651,T0607547653,2
T0607527625,T0607548610,1
T0607567627,T0607548639,2
T0607580651,T0607549649,2
T0607580651,T0607550649,2
T0607580651,T0607552650,2
T0607565647,T0607552676,2
T0607529632,T0607553613,1
T0607565647,T0607554672,2
T0607565647,T0607555676,2
T0607565647,T0607556677,2
T0607527625,T0607558603,1
T0607529632,T0607563606,1
T0607582644,T0607565670,2
T0608567722,T0607565689,2
T0608567722,T0607565690,2
T0608567722,T0607565694,2
T0607582644,T0607567670,2
T0606589586,T0607569616,2
T0607554612,T0607574638,2
T0607554612,T0607576635,2
T0607554612,T0607576640,2
T0607580651,T0607578617,1
T0607580651,T0607579627,1
T0607554612,T0607581634,2
T0607567627,T0607582607,1
T0608570718,T0607584694,2
T0608570718,T0607585692,2
T0607567627,T0607586600,1
T0607554612,T0607586642,1
T0607554612,T0607586642,1
T0607599616,T0607588603,1
T0707616623,T0607588637,2
T0607599616,T0607590605,1
T0607578634,T0607593604,2
T0607578634,T0607594600,2
T0607565647,T0607594636,1
T0607578634,T0607595604,2
T0607590632,T0607597650,1
T0607582644,T0607598631,1
T0607590632,T0607598652,1
T0707627641,T0607599635,2
T0508475709,T0608500731,2
T0508475709,T0608500745,1
T0608531740,T0608502717,2
T0508475709,T0608502725,2
T0608535755,T0608502750,2
T0608535755,T0608502750,2
T0608541753,T0608502756,2
T0508475709,T0608503733,2
T0608535755,T0608503742,2
T0608535755,T0608503744,2
T0508475709,T0608504729,2
T0608539799,T0608504799,2
T0608531740,T0608505722,2
T0608535755,T0608505746,2
T0608535755,T0608505748,2
T0608541753,T0608505755,2
T0608531740,T0608506719,2
T0608539799,T0608506799,2
T0608541753,T0608507755,2
T0608531740,T0608508718,2
T0508475709,T0608508729,2
T0608541753,T0608508758,2
T0508489734,T0608510733,1
T0508483715,T0608513712,2
T0508483715,T0608515710,2
T0508483715,T0608515712,2
T0508483715,T0608516715,2
T0508483715,T0608516718,2
T0508483715,T0608518710,2
T0608517743,T0608529722,2
T0608557726,T0608530704,2
T0608535755,T0608531741,1
T0608549703,T0608532701,1
T0608549703,T0608532701,1
T0608517743,T0608532725,2
T0608535755,T0608532745,1
T0608517743,T0608533721,2
T0609541811,T0608533781,2
T0608557726,T0608534704,1
T0608570718,T0608534738,1
T0608517743,T0608535726,2
T0608517743,T0608536719,2
T0608517743,T0608536725,2
T0608557726,T0608537701,2
T0608570718,T0608540734,1
T0608557726,T0608541711,1
T0608541753,T0608542739,1
T0608541753,T0608542742,1
T0608557726,T0608543713,1
T0609521802,T0608551799,2
T0609521802,T0608555796,2
T0608545795,T0608556791,1
T0608586764,T0608557785,2
T0608586764,T0608557786,2
T0608589796,T0608558793,2
T0608589796,T0608559793,2
T0608586764,T0608560778,2
T0608586764,T0608562779,2
T0609568805,T0608567770,1
T0608577706,T0608573717,1
T0608584743,T0608577774,2
T0608584743,T0608579773,2
T0608584743,T0608580774,2
T0609544831,T0608580796,1
T0608584743,T0608581773,2
T0608584743,T0608582766,2
T0608584743,T0608583770,2
T0608591751,T0608585775,2
T0608556730,T0608590719,2
T0608591751,T0608591778,2
T0708611719,T0608593757,1
T0608582797,T0608593769,1
T0608584743,T0608595741,1
T0708627713,T0608597739,1
T0509471874,T0609500893,2
T0509480845,T0609501826,2
T0609507895,T0609501862,2
T0609507895,T0609501864,2
T0609500859,T0609502895,2
T0509480845,T0609503830,2
T0609507895,T0609503863,2
T0609507895,T0609503865,2
T0509471874,T0609503894,2
T0509496833,T0609505807,2
T0509496833,T0609505810,2
T0609507895,T0609505864,2
T0509471874,T0609505889,2
T0608539799,T0609508800,2
T0509496833,T0609511807,2
T0609537820,T0609512803,2
T0609515846,T0609512819,2
T0609537820,T0609513802,2
T0609515846,T0609513818,2
T0609545867,T0609514884,2
T0609544831,T0609518853,2
T0510499918,T0609518893,2
T0510499918,T0609519890,2
T0609544831,T0609520856,2
T0609545867,T0609520885,2
T0609544831,T0609521853,2
T0609544831,T0609521858,2
T0609545867,T0609521879,2
T0609544831,T0609522857,2
T0608503793,T0609524818,2
T0510499918,T0609524894,2
T0510499918,T0609525893,2
T0609544831,T0609526854,2
T0608503793,T0609527822,2
T0608503793,T0609529817,1
T0608503793,T0609529820,2
T0608545795,T0609534824,2
T0609568805,T0609535804,2
T0608545795,T0609536828,2
T0608545795,T0609537824,2
T0609568805,T0609539800,2
T0609553862,T0609539894,1
T0608503793,T0609542829,1
T0609553862,T0609548873,1
T0609564844,T0609550870,2
T0609581818,T0609552831,2
T0609545867,T0609552855,1
T0609581818,T0609554833,2
T0609545867,T0609554851,1
T0609564844,T0609554865,2
T0609581818,T0609555827,2
T0609581818,T0609555830,2
T0609581818,T0609556828,2
T0609564844,T0609556867,2
T0608582797,T0609557806,2
T0609581818,T0609558829,2
T0608576783,T0609560812,1
T0609593814,T0609560833,2
T0609593814,T0609560833,2
T0609545867,T0609563837,1
T0609593814,T0609564827,2
T0609593814,T0609564828,2
T0609599840,T0609566809,1
T0609599840,T0609566809,1
T0609593814,T0609567830,2
T0609592844,T0609568866,2
T0609551884,T0609568888,1
T0609577851,T0609569871,1
T0709602842,T0609570829,1
T0609542880,T0609571895,1
T0609592844,T0609572860,2
T0609544831,T0609573803,1
T0609592844,T0609573858,2
T0609592844,T0609574864,2
T0609599840,T0609575816,2
T0609599840,T0609575818,1
T0609553862,T0609575852,2
T0609599840,T0609577816,2
T0709604845,T0609577834,2
T0609599840,T0609578816,2
T0609553862,T0609579848,2
T0609553862,T0609579850,2
T0709604845,T0609580837,2
T0609553862,T0609580853,2
T0709604845,T0609581833,2
T0609564844,T0609581838,1
T0709604845,T0609581840,2
T0609599840,T0609582824,1
T0609553862,T0609582848,2
T0609553862,T0609582850,2
T0609598883,T0609582897,1
T0609598883,T0609582897,1
T0609553862,T0609583852,2
T0609564844,T0609585836,1
T0709602842,T0609586809,2
T0709602842,T0609586812,2
T0609599840,T0609586828,1
T0709602842,T0609587811,2
T0609581822,T0609588824,1
T0709602842,T0609589837,1
T0709604856,T0609589886,1
T0709602842,T0609591808,2
T0709610861,T0609591875,2
T0709602842,T0609592808,2
T0709610861,T0609593877,2
T0709602842,T0609594811,2
T0709610861,T0609594876,2
T0709629880,T0609596878,2
T0709604845,T0609597821,1
T0709629880,T0609597881,2
T0709629880,T0609597885,2
T0610532940,T0610500950,2
T0510492908,T0610502934,2
T0610509947,T0610504949,1
T0510494980,T0610504959,2
T0510492908,T0610505939,2
T0610532940,T0610505952,2
T0610532940,T0610505953,2
T0510492908,T0610506940,2
T0610521993,T0610508989,1
T0510492908,T0610510934,2
T0510494980,T0610510961,2
T0610521993,T0610510972,2
T0510492908,T0610511936,2
T0510494980,T0610511954,2
T0609541895,T0610512900,2
T0609541895,T0610513905,2
T0609541895,T0610515906,2
T0609541895,T0610515907,2
T0610521993,T0610516970,2
T0610521993,T0610516970,2
T0610521993,T0610516972,2
T0610521993,T0610517966,2
T0609541895,T0610518904,2
T0610509947,T0610519915,2
T0610516961,T0610521933,1
T0610555942,T0610523933,2
T0610555942,T0610523935,2
T0610555942,T0610524930,2
T0510492908,T0610525925,1
T0610555942,T0610525930,2
T0610555942,T0610525933,2
T0610555942,T0610526935,2
T0610555942,T0610531931,2
T0610507963,T0610532957,2
T0610564992,T0610532987,2
T0610564992,T0610532990,2
T0610564992,T0610532990,2
T0610504926,T0610533929,2
T0610504926,T0610534925,2
T0610504926,T0610534929,2
T0610504926,T0610535923,2
T0610520966,T0610540939,1
T0610563945,T0610543969,2
T0610563945,T0610544966,2
T0610563945,T0610545965,2
T0610561949,T0610545975,1
T0610555942,T0610546915,1
T0610563945,T0610546966,2
T0610563945,T0610548964,2
T0610524949,T0610551975,2
T0610561949,T0610554960,1
T0610561949,T0610554960,1
T0610570945,T0610554965,2
T0609551884,T0610556914,2
T0609542880,T0610558908,2
T0609542880,T0610560908,2
T0609551884,T0610560915,2
T0610591951,T0610561950,1
T0610570945,T0610561968,2
T0610560942,T0610563914,2
T0610599968,T0610563981,1
T0609549885,T0610566906,2
T0609549885,T0610568911,2
T0610599968,T0610571978,1
T0610599968,T0610572977,1
T0610572962,T0610575992,2
T0610572962,T0610576987,2
T0610572962,T0610578986,2
T0610548982,T0610579998,2
T0710604966,T0610580954,1
T0610599932,T0610582905,2
T0610548982,T0610582995,2
T0610563945,T0610585925,1
T0610591951,T0610587918,2
T0610570945,T0610587935,1
T0710604966,T0610587938,2
T0610599932,T0610588903,2
T0610599932,T0610588903,2
T0610591951,T0610588917,2
T0610561949,T0610588933,2
T0610561949,T0610589928,2
T0610561949,T0610590929,2
T0610561949,T0610590931,2
T0610561949,T0610590931,2
T0610586966,T0610590935,2
T0610591951,T0610591915,2
T0610591951,T0610591921,2
T0610561949,T0610592927,2
T0610586966,T0610593940,2
T0610572962,T0610596964,1
T0601587071,T0701600067,1
T0601578072,T0701601063,2
T0701608055,T0701601072,1
T0601578072,T0701602059,2
T0601578072,T0701602060,2
T0601578072,T0701602061,2
T0701608055,T0701602070,1
T0701626056,T0701602080,1
T0601578072,T0701603058,2
T0601578072,T0701604058,2
T0601578072,T0701604058,2
T0601578072,T0701606066,2
T0701634021,T0701607021,2
T0601599049,T0701607031,1
T0701626056,T0701607075,1
T0601578072,T0701608066,2
T0601599049,T0701610022,1
T0601599049,T0701613015,1
T0601599049,T0701614015,1
T0702618128,T0701614097,2
T0701626056,T0701615067,1
T0702618128,T0701615095,2
T0702618128,T0701616090,2
T0701644022,T0701618040,2
T0702618128,T0701618089,2
T0701644022,T0701621040,2
T0101075032,T0701625000,1
T0701644006,T0701625028,2
T0701644006,T0701625034,2
T0701644022,T0701625041,2
T0701655028,T0701632002,2
T0701655028,T0701633004,2
T0701655028,T0701634003,2
T0701608055,T0701636044,2
T0701665091,T0701636061,1
T0701622056,T0701637026,2
T0701622056,T0701637027,2
T0701622056,T0701637029,2
T0701608055,T0701637039,2
T0701622056,T0701639030,2
T0701608055,T0701639046,2
T0701622056,T0701640033,2
T0701665091,T0701640072,2
T0701655028,T0701641015,1
T0701622056,T0701641030,2
T0701622056,T0701642026,2
T0701622056,T0701642033,2
T0701665091,T0701643070,2
T0701618013,T0701644040,2
T0701665091,T0701644067,2
T0701665091,T0701645069,2
T0701626056,T0701648034,2
T0701626056,T0701649034,2
T0101075032,T0701651000,1
T0701644022,T0701651012,1
T0701680007,T0701651020,1
T0701626056,T0701651037,2
T0701653042,T0701652071,1
T0701644022,T0701655006,1
T0701680007,T0701657018,1
T0701689014,T0701660034,2
T0701665091,T0701660086,1
T0701683025,T0701661001,1
T0701683025,T0701664004,1
T0801700034,T0701666042,2
T0701680007,T0701667013,1
T0701674013,T0701669028,1
T0801700034,T0701669045,2
T0701696028,T0701675041,1
T0701653043,T0701679043,2
T0702669125,T0701679093,1
T0701653043,T0701681038,2
T0701677047,T0701683078,2
T0701653042,T0701684046,2
T0701689059,T0701684083,2
T0701677047,T0701685077,2
T0701677047,T0701690050,1
T0801722024,T0701694058,1
T0702618128,T0702603127,1
T0702618128,T0702603127,1
T0702640129,T0702605102,1
T0702640129,T0702606102,1
T0702632122,T0702607112,2
T0702605131,T0702607150,1
T0702632122,T0702609110,2
T0703618202,T0702609167,2
T0703633218,T0702609195,2
T0703618202,T0702610170,2
T0703618202,T0702610171,2
T0703618202,T0702611170,2
T0703633218,T0702611193,2
T0703633218,T0702615196,2
T0703633218,T0702615197,2
T0702640129,T0702618100,2
T0702656136,T0702618132,2
T0702649164,T0702618150,2
T0702649164,T0702619155,2
T0702607144,T0702624167,2
T0702656136,T0702625131,2
T0702656136,T0702626132,2
T0702656136,T0702626134,2
T0702656136,T0702626136,2
T0703608208,T0702626181,2
T0702656136,T0702627133,2
T0702607144,T0702627167,2
T0702607144,T0702628167,2
T0702607144,T0702629171,2
T0702607144,T0702630163,1
T0702605131,T0702631137,2
T0702607144,T0702631168,2
T0702607144,T0702631170,2
T0702607144,T0702632168,2
T0702605131,T0702634137,2
T0702605131,T0702635131,2
T0702605131,T0702635135,2
T0702669125,T0702635140,2
T0702607144,T0702635168,1
T0702605131,T0702637136,2
T0702605131,T0702638135,2
T0702605131,T0702638135,2
T0702605131,T0702638137,2
T0702653183,T0702638163,2
T0702653183,T0702639161,2
T0702653183,T0702640164,2
T0702669125,T0702641135,2
T0702653183,T0702641158,2
T0702607144,T0702642174,1
T0702607144,T0702642174,1
T0702658171,T0702642192,2
T0702658171,T0702642196,2
T0702607144,T0702643174,1
T0702658171,T0702643195,2
T0702658171,T0702646190,2
T0702658171,T0702648190,2
T0702658171,T0702648193,2
T0702658171,T0702648196,2
T0702658171,T0702649195,2
T0702658171,T0702649196,2
T0703646205,T0702658169,1
T0703646205,T0702659168,1
T0703646205,T0702659169,1
T0702635175,T0702660183,2
T0702666199,T0702661166,2
T0702644148,T0702663137,2
T0702635175,T0702663184,2
T0702635175,T0702664187,2
T0702635175,T0702665180,2
T0702635175,T0702665182,2
T0702635175,T0702665186,2
T0801700096,T0702666121,1
T0702635175,T0702667180,2
T0702644148,T0702668131,2
T0702644148,T0702669135,2
T0702644148,T0702670135,2
T0703677204,T0702670177,2
T0702675199,T0702671160,2
T0703677204,T0702671182,2
T0702675199,T0702672168,2
T0803710213,T0702674191,1
T0801700096,T0702675115,1
T0702675199,T0702676165,2
T0702682145,T0702676181,1
T0803710213,T0702676193,1
T0702661102,T0702677115,1
T0701683079,T0702678114,1
T0701683079,T0702678115,1
T0701683079,T0702679105,1
T0701683079,T0702679106,1
T0701683079,T0702680101,1
T0702661102,T0702680128,2
T0702661102,T0702681125,2
T0702661102,T0702682119,1
T0702695110,T0702682131,1
T0702695110,T0702682132,1
T0802708148,T0702682150,2
T0702661102,T0702683126,2
T0801700096,T0702687106,1
T0803710213,T0702693186,2
T0803710213,T0702693186,2
T0702661102,T0702694128,1
T0803710213,T0702694188,2
T0802700160,T0702697130,2
T0802700160,T0702699126,2
T0802700160,T0702699131,2
T0802700160,T0702699133,2
T0802705156,T0702699179,1
T0702621193,T0703601210,2
T0703622233,T0703601217,2
T0703622233,T0703602216,2
T0703622233,T0703603214,2
T0603587299,T0703604281,1
T0703638265,T0703605268,2
T0703638265,T0703605269,2
T0703638265,T0703607269,2
T0703638265,T0703607270,2
T0703638265,T0703607272,2
T0603596224,T0703608234,1
T0703638265,T0703608275,2
T0703622233,T0703611221,1
T0703646205,T0703612220,2
T0603596224,T0703612237,1
T0703621298,T0703613269,2
T0703622258,T0703613285,1
T0603596224,T0703614246,2
T0703621298,T0703614268,2
T0603596224,T0703615240,1
T0703650266,T0703615258,2
T0703650266,T0703616259,2
T0603596224,T0703617245,2
T0703650266,T0703617258,2
T0703633218,T0703618206,1
T0603596224,T0703618245,2
T0703648262,T0703619256,2
T0603596224,T0703620245,2
T0603596224,T0703621247,2
T0603596224,T0703621249,2
T0703633218,T0703623210,1
T0603587299,T0703623261,1
T0603596224,T0703624247,1
T0703600254,T0703624250,1
T0703600254,T0703625250,1
T0704612300,T0703631285,2
T0703638262,T0703631296,2
T0703638262,T0703632294,2
T0703638262,T0703634298,2
T0704612300,T0703635284,2
T0703638262,T0703636293,2
T0704634308,T0703638275,1
T0703638262,T0703638294,2
T0703638265,T0703640254,1
T0702635175,T0703643204,1
T0702635175,T0703644207,1
T0703650266,T0703646229,1
T0703622258,T0703646247,2
T0703650266,T0703647241,1
T0703622258,T0703649248,2
T0703622258,T0703649250,2
T0703622258,T0703650245,2
T0703622258,T0703650248,2
T0703650256,T0703653272,1
T0703693245,T0703665250,2
T0703672257,T0703670251,1
T0703672257,T0703670251,1
T0703699262,T0703670278,2
T0703699262,T0703671276,2
T0703699262,T0703672275,2
T0703657284,T0703675299,2
T0703699262,T0703676273,2
T0703638262,T0703677258,1
T0803707275,T0703678273,2
T0803707275,T0703679268,2
T0803707275,T0703679270,2
T0703652294,T0703679279,2
T0703650256,T0703681259,2
T0703650256,T0703681260,2
T0703652294,T0703681285,2
T0703652294,T0703682282,2
T0803713278,T0703682299,2
T0703652294,T0703683279,2
T0703652294,T0703683283,2
T0803716271,T0703685257,2
T0803718204,T0703688209,2
T0802714197,T0703688215,2
T0803718204,T0703689208,2
T0803702288,T0703689261,2
T0803702288,T0703689261,2
T0703673266,T0703690284,1
T0803710213,T0703691202,1
T0704673311,T0703691279,1
T0703673266,T0703691284,2
T0803716271,T0703692252,2
T0803702288,T0703693263,2
T0803702288,T0703694264,2
T0802704169,T0703696202,1
T0802714197,T0703696218,2
T0803702288,T0703696259,2
T0703673266,T0703697287,2
T0703673266,T0703697287,2
T0803710213,T0703698206,1
T0803702288,T0703699287,1
T0704634308,T0704600309,2
T0704612300,T0704601315,1
T0704634308,T0704603316,2
T0604586397,T0704604370,1
T0604593340,T0704610355,2
T0604593340,T0704610357,2
T0604593340,T0704612355,2
T0704609313,T0704613334,1
T0604593340,T0704614358,2
T0704609313,T0704615344,1
T0604593340,T0704615354,2
T0604593340,T0704616359,2
T0604593340,T0704617358,2
T0604593340,T0704618357,2
T0705619416,T0704618387,2
T0705608428,T0704618395,2
T0705608428,T0704620394,2
T0704651349,T0704621359,1
T0705619416,T0704621386,2
T0705619416,T0704621388,2
T0705619416,T0704622380,2
T0705619416,T0704622384,2
T0705619416,T0704624380,2
T0704663365,T0704634351,2
T0704663365,T0704634356,2
T0704609313,T0704636320,2
T0705658422,T0704638394,2
T0704651349,T0704639353,1
T0705658422,T0704639394,2
T0704673311,T0704641327,2
T0703652294,T0704642314,1
T0704609313,T0704642319,2
T0704609313,T0704644317,2
T0704609313,T0704644318,2
T0704609313,T0704644319,2
T0703652294,T0704646306,1
T0704673311,T0704649327,2
T0704684339,T0704649343,2
T0704673311,T0704650326,2
T0704663365,T0704650332,1
T0704663365,T0704651335,1
T0704663365,T0704652335,1
T0704684339,T0704655343,2
T0704684339,T0704656345,2
T0704654340,T0704661316,1
T0704651349,T0704661320,2
T0704639372,T0704662391,1
T0704639372,T0704662396,2
T0704639372,T0704662399,2
T0704693324,T0704664318,2
T0704639372,T0704664395,2
T0704693324,T0704665321,2
T0704693324,T0704666324,2
T0704639372,T0704667395,1
T0704690329,T0704668345,2
T0704693324,T0704669319,2
T0704693324,T0704669325,2
T0704690329,T0704669343,2
T0703657284,T0704671301,2
T0703657284,T0704674301,1
T0704660375,T0704674374,1
T0703657284,T0704675302,1
T0703657284,T0704676303,1
T0704660375,T0704676374,1
T0703657284,T0704679306,1
T0805711407,T0704681396,2
T0704690353,T0704688384,2
T0704658390,T0704689369,1
T0805711407,T0704690397,2
T0704690353,T0704691383,2
T0704660375,T0704692373,1
T0704660375,T0704694373,1
T0704660375,T0704694373,1
T0704690353,T0704696384,2
T0605580438,T0705601417,2
T0605580438,T0705601419,2
T0605580438,T0705601422,2
T0605572419,T0705603407,2
T0605572419,T0705603410,2
T0605580438,T0705606418,2
T0605580438,T0705607421,2
T0605585490,T0705610479,1
T0605598470,T0705614445,2
T0605593493,T0705616478,2
T0705608428,T0705618400,2
T0705625480,T0705618464,1
T0605593493,T0705618471,2
T0605598470,T0705619447,2
T0605593493,T0705619472,2
T0705651438,T0705621443,2
T0605585476,T0705622470,2
T0605585476,T0705622472,2
T0705651438,T0705623446,2
T0705609446,T0705623466,1
T0705651438,T0705624446,2
T0705651438,T0705627442,2
T0705651438,T0705627443,2
T0705651438,T0705627444,2
T0705609446,T0705629476,1
T0705669485,T0705634492,2
T0705669485,T0705635496,2
T0705609446,T0705636463,2
T0705609446,T0705637463,2
T0705669485,T0705637490,2
T0705669485,T0705638491,2
T0705669485,T0705638494,2
T0704658390,T0705639414,2
T0705609446,T0705639466,2
T0705658422,T0705640401,2
T0705647404,T0705640435,2
T0705677451,T0705640453,2
T0705647404,T0705641433,2
T0705677451,T0705641451,2
T0705609446,T0705641467,2
T0704658390,T0705643416,2
T0705677451,T0705644457,2
T0706624511,T0705646483,1
T0705647404,T0705647437,2
T0706677502,T0705648489,2
T0706624511,T0705650478,1
T0706677502,T0705650486,2
T0704660375,T0705654407,2
T0705651438,T0705654415,1
T0704660375,T0705656409,2
T0705685448,T0705656427,1
T0706677502,T0705657469,1
T0704639372,T0705659400,2
T0705685448,T0705660430,1
T0705676458,T0705665485,2
T0705676458,T0705666484,2
T0705685448,T0705667426,2
T0705676458,T0705667484,2
T0705676458,T0705668480,2
T0705676458,T0705668483,2
T0705685448,T0705671421,2
T0705685448,T0705672425,2
T0705676458,T0705672484,2
T0705647404,T0705673402,1
T0705685448,T0705673425,2
T0705669485,T0705674468,1
T0705699439,T0705677472,1
T0705647404,T0705678402,1
T0805706423,T0705678412,2
T0705664464,T0705678438,2
T0705664464,T0705679445,2
T0705664464,T0705680441,2
T0805706423,T0705682409,2
T0705699439,T0705683464,1
T0705699439,T0705683464,1
T0805706423,T0705685410,2
T0705699439,T0705686459,1
T0805711407,T0705688400,2
T0805716428,T0705690433,2
T0805716428,T0705693427,2
T0706666502,T0705695496,2
T0805732415,T0705698424,2
T0805732415,T0705698427,2
T0706666502,T0705698499,2
T0805710433,T0705699465,1
T0706624511,T0706602526,2
T0706621582,T0706602554,2
T0706621582,T0706602554,2
T0706624511,T0706603528,2
T0606578560,T0706604556,2
T0606578560,T0706607553,2
T0706621582,T0706609551,2
T0606589548,T0706610520,2
T0606593513,T0706610535,2
T0606589586,T0706610573,1
T0606589548,T0706611523,2
T0606593513,T0706615539,2
T0606589548,T0706616521,2
T0606593513,T0706616538,2
T0606593513,T0706616539,2
T0606593513,T0706617533,2
T0606593513,T0706619537,2
T0606593513,T0706620540,1
T0706645543,T0706622530,1
T0606593513,T0706623542,1
T0606593513,T0706623543,1
T0706645543,T0706624510,2
